hour,temp(F),humidity,AQI,PM1,PM2.5,PM10
0,78.46428571428571,46.035714285714285,139.75,31.184642857142855,51.3675,66.10214285714285
1,77.13333333333334,46.833333333333336,125.33333333333333,27.832333333333334,45.39833333333333,58.167
2,76.0,47.535714285714285,136.03571428571428,31.532142857142855,53.52357142857143,67.97678571428571
3,73.5,48.63333333333333,189.06666666666666,67.08866666666667,129.22566666666665,154.62199999999999
4,72.0,50.733333333333334,184.83333333333334,63.372,121.22333333333333,144.92333333333332
5,71.73333333333333,51.13333333333333,179.4,57.902,110.372,131.18833333333333
6,71.10344827586206,51.13793103448276,169.41379310344828,48.5151724137931,91.1951724137931,108.27034482758621
7,70.06666666666666,52.733333333333334,172.93333333333334,51.56733333333333,97.959,117.02333333333333
8,69.75,52.035714285714285,182.89285714285714,59.833214285714284,117.18642857142856,143.44357142857143
9,69.06666666666666,52.06666666666667,186.26666666666668,61.99033333333333,123.66466666666666,152.39333333333335
10,68.67857142857143,52.92857142857143,182.57142857142858,59.31035714285714,116.74928571428572,143.47892857142855
11,67.92857142857143,54.892857142857146,177.67857142857142,54.31678571428571,107.35392857142857,130.96857142857144
12,68.85714285714286,52.67857142857143,186.32142857142858,62.173571428571435,123.83642857142857,153.01642857142858
13,72.37037037037037,44.77777777777778,207.07407407407408,75.59222222222222,155.99814814814815,195.96592592592592
14,77.75862068965517,37.6551724137931,200.72413793103448,74.42068965517241,149.54310344827587,184.16827586206898
15,82.24137931034483,33.793103448275865,188.0344827586207,65.08103448275861,127.29862068965517,152.70620689655172
16,87.51724137931035,28.03448275862069,211.3448275862069,78.07793103448276,158.82620689655172,194.1851724137931
17,88.34482758620689,27.655172413793103,201.0344827586207,70.05689655172414,144.5548275862069,178.50275862068966
18,88.88888888888889,28.22222222222222,182.1851851851852,57.19777777777777,115.98555555555556,141.99592592592592
19,90.64285714285714,27.107142857142858,185.89285714285714,60.35285714285715,123.19392857142857,150.82392857142855
20,88.17241379310344,28.103448275862068,199.41379310344828,69.7448275862069,147.47,184.87206896551723
21,85.6,30.5,202.43333333333334,71.30066666666667,151.9,192.661
22,84.41379310344827,32.03448275862069,213.93103448275863,75.23034482758621,163.55517241379312,209.80413793103446
23,80.76666666666667,33.86666666666667,224.23333333333332,80.33633333333334,173.92366666666666,223.17333333333332
