hour,temp(F),humidity,AQI,PM1,PM2.5,PM10
0,82.58620689655173,36.96551724137931,118.86206896551724,25.336896551724138,42.7351724137931,54.91620689655172
1,81.20689655172414,39.3448275862069,124.65517241379311,26.81,45.11448275862069,58.56068965517241
2,79.8,41.733333333333334,122.53333333333333,26.302666666666667,44.251999999999995,57.346
3,78.79310344827586,40.51724137931034,124.96551724137932,26.84448275862069,45.22655172413793,58.887241379310346
4,78.41379310344827,39.172413793103445,120.79310344827586,25.690344827586205,43.528965517241375,56.5803448275862
5,77.63333333333334,40.766666666666666,116.63333333333334,24.441333333333333,41.867333333333335,54.037333333333336
6,77.75862068965517,42.44827586206897,118.03448275862068,24.602758620689656,42.37517241379311,54.958275862068966
7,77.24137931034483,46.51724137931034,122.48275862068965,25.984827586206894,44.243448275862065,57.79551724137931
8,77.20689655172414,48.827586206896555,130.75862068965517,27.833793103448276,47.591379310344834,63.329655172413794
9,77.93103448275862,49.241379310344826,138.44827586206895,29.370689655172413,50.702413793103446,67.79413793103448
10,78.0,50.241379310344826,141.55172413793105,30.09344827586207,51.987586206896545,69.69275862068966
11,77.89655172413794,51.06896551724138,142.48275862068965,30.29137931034483,52.33620689655172,69.93034482758621
12,79.62068965517241,50.758620689655174,138.27586206896552,29.317586206896554,50.63,67.52310344827586
13,83.56666666666666,46.233333333333334,122.63333333333334,25.682333333333336,44.29266666666667,58.089333333333336
14,88.6896551724138,40.10344827586207,107.10344827586206,22.16103448275862,38.000344827586204,48.54034482758621
15,93.32142857142857,34.535714285714285,99.17857142857143,20.718214285714286,34.89035714285714,43.87285714285714
16,96.55172413793103,29.689655172413794,98.58620689655173,20.594827586206897,34.581034482758625,42.75
17,97.51724137931035,28.17241379310345,100.55172413793103,21.12724137931034,35.42,44.44827586206897
18,100.34482758620689,25.724137931034484,104.89655172413794,22.17034482758621,37.13655172413793,46.38448275862069
19,104.2,24.733333333333334,121.9,26.367666666666665,43.998333333333335,55.800333333333334
20,102.58620689655173,25.93103448275862,135.3448275862069,29.764482758620687,49.48586206896552,63.34344827586207
21,94.63333333333334,32.2,146.76666666666668,32.05433333333333,54.190333333333335,69.29566666666666
22,92.34482758620689,33.172413793103445,151.86206896551724,32.99103448275862,57.746206896551726,72.41172413793103
23,88.8,35.766666666666666,150.8,32.470333333333336,56.547333333333334,71.838
