hour,temp(F),humidity,AQI,PM1,PM2.5,PM10
0,12.964285714285714,41.0,1.4642857142857142,0.02642857142857143,0.3164285714285714,0.6071428571428571
1,13.2,41.333333333333336,1.1666666666666667,0.026000000000000002,0.2826666666666667,0.5976666666666667
2,12.6,41.63333333333333,1.6333333333333333,0.043000000000000003,0.39133333333333337,0.7426666666666667
3,13.172413793103448,41.206896551724135,1.0344827586206897,0.008275862068965517,0.24413793103448275,0.6593103448275862
4,12.366666666666667,41.93333333333333,0.9,0.015666666666666666,0.21166666666666664,0.37899999999999995
5,10.7,42.43333333333333,0.6,0.010000000000000002,0.14266666666666666,0.37433333333333335
6,10.4,43.266666666666666,0.6,0.0030000000000000005,0.13133333333333333,0.4126666666666667
7,10.620689655172415,43.689655172413794,0.6896551724137931,0.01206896551724138,0.15827586206896552,0.5058620689655172
8,10.766666666666667,43.96666666666667,0.6666666666666666,0.012333333333333333,0.161,0.47600000000000003
9,10.6,43.833333333333336,0.6333333333333333,0.007333333333333334,0.175,0.348
10,10.066666666666666,44.2,0.8,0.013666666666666667,0.18633333333333332,0.48966666666666664
11,9.551724137931034,44.827586206896555,0.41379310344827586,0.009310344827586208,0.11034482758620691,0.31999999999999995
12,8.666666666666666,45.03333333333333,0.6666666666666666,0.006,0.15666666666666668,0.43066666666666664
13,8.1,45.166666666666664,0.9666666666666667,0.038000000000000006,0.24066666666666667,0.4703333333333333
14,10.03448275862069,43.03448275862069,1.206896551724138,0.02482758620689655,0.30137931034482757,0.6100000000000001
15,13.733333333333333,38.2,1.7666666666666666,0.035666666666666666,0.41833333333333333,0.734
16,14.866666666666667,35.7,1.3333333333333333,0.017333333333333333,0.3313333333333333,0.63
17,19.5,33.5,2.966666666666667,0.138,0.7253333333333334,1.2826666666666666
18,21.03448275862069,31.862068965517242,4.793103448275862,0.3751724137931034,1.1837931034482758,1.7779310344827588
19,20.533333333333335,32.36666666666667,5.066666666666666,0.402,1.2223333333333335,1.786
20,22.8,31.6,6.6,0.5933333333333334,1.5823333333333334,2.322666666666667
21,17.866666666666667,36.1,6.066666666666666,0.5393333333333333,1.4520000000000002,2.0856666666666666
22,15.379310344827585,40.48275862068966,6.551724137931035,0.5937931034482758,1.576551724137931,2.063103448275862
23,14.166666666666666,42.36666666666667,6.533333333333333,0.558,1.57,2.320333333333333
