hour,temp(F),humidity,AQI,PM1,PM2.5,PM10
0,56.93103448275862,51.793103448275865,92.51724137931035,21.044827586206896,31.839310344827588,36.686551724137935
1,56.3,53.96666666666667,105.7,24.92866666666667,37.44833333333334,45.57899999999999
2,55.46666666666667,57.36666666666667,116.3,27.77,41.742333333333335,51.44866666666667
3,55.7,55.63333333333333,126.56666666666666,30.371,45.87466666666667,57.13966666666667
4,55.86666666666667,54.733333333333334,136.93333333333334,33.75633333333334,50.08433333333333,63.58866666666667
5,55.166666666666664,56.06666666666667,137.7,33.43066666666667,50.37966666666667,63.906666666666666
6,54.3,57.166666666666664,131.4,31.522666666666666,47.83566666666666,60.050666666666665
7,54.89655172413793,56.06896551724138,124.6896551724138,29.749655172413792,45.10896551724138,56.428275862068965
8,55.46666666666667,54.833333333333336,123.43333333333334,29.546,44.62533333333333,56.089666666666666
9,54.56666666666667,55.43333333333333,136.93333333333334,33.169000000000004,50.11933333333333,63.59
10,54.1,54.96666666666667,144.76666666666668,35.34666666666667,53.28966666666667,67.834
11,53.43333333333333,54.96666666666667,146.76666666666668,36.153,54.07833333333333,68.81099999999999
12,52.4,56.36666666666667,147.9,36.102999999999994,54.55766666666667,69.72466666666668
13,54.310344827586206,54.6551724137931,146.10344827586206,35.83137931034482,53.772068965517235,68.6051724137931
14,61.46666666666667,49.7,131.53333333333333,31.897333333333332,47.903,60.628
15,64.26666666666667,47.36666666666667,115.03333333333333,27.432333333333336,41.08766666666667,50.763000000000005
16,67.26666666666667,43.1,98.3,23.011666666666667,34.541666666666664,41.68633333333333
17,63.63333333333333,48.3,103.23333333333333,23.763333333333332,36.43666666666666,44.75533333333333
18,67.6,40.86666666666667,93.0,21.44333333333333,32.06333333333333,37.418
19,67.2,36.233333333333334,81.1,17.374666666666666,26.436666666666667,29.988666666666667
20,64.86666666666666,44.53333333333333,86.76666666666667,19.52466666666667,29.118666666666666,32.958666666666666
21,63.96551724137931,46.206896551724135,85.20689655172414,18.841379310344827,28.34896551724138,31.457241379310343
22,60.56666666666667,55.2,91.56666666666666,21.179333333333332,31.395,36.25466666666667
23,59.733333333333334,57.06666666666667,96.16666666666667,22.243,33.575,38.599666666666664
