hour,temp(F),humidity,AQI,PM1,PM2.5,PM10
0,22.5,39.166666666666664,19.466666666666665,2.426,4.671666666666667,5.9526666666666666
1,21.466666666666665,39.2,21.633333333333333,3.0496666666666665,5.193,6.5616666666666665
2,20.933333333333334,39.4,18.733333333333334,2.421666666666667,4.491666666666666,5.780333333333333
3,20.633333333333333,39.2,19.833333333333332,2.655333333333333,4.732333333333333,6.223
4,19.4,39.666666666666664,16.233333333333334,1.9496666666666667,3.9003333333333337,5.127
5,18.9,41.1,16.966666666666665,2.304666666666667,4.075,5.088666666666667
6,18.233333333333334,42.63333333333333,16.533333333333335,2.1323333333333334,3.966333333333333,5.014333333333334
7,19.433333333333334,43.766666666666666,15.3,1.5896666666666666,3.692,4.8806666666666665
8,20.2,44.733333333333334,14.033333333333333,1.654,3.374,4.215
9,19.6,45.8,14.666666666666666,1.7043333333333335,3.534666666666667,4.654
10,17.833333333333332,45.93333333333333,15.633333333333333,1.8456666666666666,3.7176666666666667,4.739
11,16.133333333333333,47.0,16.733333333333334,2.0783333333333336,4.018666666666666,5.169666666666667
12,15.733333333333333,47.833333333333336,20.133333333333333,2.5873333333333335,4.807666666666666,5.968999999999999
13,15.6,48.86666666666667,26.066666666666666,3.4536666666666664,6.232333333333333,8.094666666666667
14,21.966666666666665,44.03333333333333,41.2,5.831666666666666,9.905333333333335,12.074666666666667
15,29.1,37.43333333333333,40.5,5.542333333333334,9.777666666666667,12.562999999999999
16,27.0,37.733333333333334,14.833333333333334,1.6703333333333332,3.555,4.909000000000001
17,26.1,37.1,10.766666666666667,1.156,2.591,3.405666666666667
18,27.7,35.36666666666667,10.8,1.1593333333333333,2.5973333333333333,3.436
19,29.6,32.4,13.866666666666667,1.5943333333333334,3.3376666666666663,4.300666666666667
20,27.333333333333332,32.833333333333336,10.7,1.3053333333333335,2.5463333333333336,3.3233333333333333
21,25.4,36.0,10.2,1.058,2.4530000000000003,3.2796666666666665
22,25.275862068965516,47.172413793103445,16.03448275862069,1.8058620689655172,3.8517241379310345,5.102068965517241
23,26.333333333333332,51.166666666666664,36.766666666666666,5.434,9.485999999999999,11.826666666666666
