hour,temp(F),humidity,AQI,PM1,PM2.5,PM10
0,45.13333333333333,62.13333333333333,82.73333333333333,15.216666666666667,27.183666666666667,32.355
1,43.8,62.733333333333334,82.46666666666667,15.811666666666667,27.044666666666668,32.12766666666667
2,42.6,63.233333333333334,78.5,14.879666666666667,25.206333333333337,29.665000000000003
3,41.6,63.4,76.13333333333334,14.31,24.007,28.696666666666665
4,41.6,62.1,65.76666666666667,10.989666666666666,19.150666666666666,23.063333333333333
5,41.333333333333336,60.266666666666666,63.53333333333333,10.172666666666666,18.068666666666665,21.680333333333333
6,40.2,61.46666666666667,61.3,9.588333333333333,17.033333333333335,21.36
7,39.86666666666667,62.1,60.733333333333334,9.312000000000001,16.750666666666667,20.709333333333333
8,38.36666666666667,63.6,61.766666666666666,9.411,17.230666666666664,21.21033333333333
9,37.96666666666667,64.43333333333334,64.56666666666666,10.059,18.542666666666666,22.938333333333333
10,38.03333333333333,61.86666666666667,64.56666666666666,10.126,18.554666666666666,22.526
11,37.63333333333333,60.766666666666666,62.36666666666667,9.841333333333333,17.516333333333332,21.606333333333335
12,36.96666666666667,55.93333333333333,53.8,7.449,13.661333333333333,17.13266666666667
13,36.86666666666667,49.86666666666667,39.53333333333333,5.341333333333334,9.479333333333333,11.667666666666666
14,38.4,44.03333333333333,28.0,3.5683333333333334,6.728,8.270666666666667
15,39.36666666666667,38.766666666666666,17.233333333333334,1.9596666666666667,4.135666666666666,5.418666666666667
16,41.266666666666666,34.733333333333334,11.066666666666666,1.299,2.6689999999999996,3.449
17,42.4,30.9,15.833333333333334,2.324,4.5040000000000004,5.652
18,43.0,28.166666666666668,3.6,0.24533333333333335,0.879,1.1583333333333334
19,42.9,27.7,3.1666666666666665,0.18766666666666668,0.7536666666666666,0.9843333333333334
20,43.13333333333333,26.7,2.8,0.18866666666666668,0.6726666666666666,0.9933333333333334
21,41.8,27.0,4.266666666666667,0.36633333333333334,1.022,1.3996666666666668
22,41.666666666666664,27.266666666666666,7.733333333333333,0.9153333333333333,1.8479999999999999,2.5623333333333336
23,40.86666666666667,28.766666666666666,9.633333333333333,1.1936666666666667,2.3106666666666666,2.7800000000000002
