hour,temp(F),humidity,AQI,PM1,PM2.5,PM10
0,51.7,42.733333333333334,51.766666666666666,8.297333333333333,12.663666666666668,14.184666666666667
1,50.1,45.06666666666667,54.233333333333334,9.724666666666668,13.645000000000001,15.363666666666665
2,48.266666666666666,47.86666666666667,59.1,10.999666666666666,15.905333333333335,17.586333333333336
3,47.6,49.5,59.1,10.924666666666667,15.975333333333333,17.951666666666664
4,46.5,51.13333333333333,63.233333333333334,12.328000000000001,17.944333333333336,20.159666666666666
5,43.833333333333336,52.63333333333333,61.03333333333333,11.725999999999999,17.633333333333333,19.965333333333334
6,40.3,57.03333333333333,31.6,4.583,7.591333333333334,9.089666666666666
7,38.13333333333333,59.9,32.86666666666667,5.068333333333333,7.899666666666667,9.377333333333333
8,37.1,59.06666666666667,24.2,3.187,5.811000000000001,7.086
9,36.266666666666666,58.2,16.633333333333333,2.109,3.9883333333333337,4.799333333333333
10,35.733333333333334,57.666666666666664,14.833333333333334,1.8636666666666668,3.5633333333333335,4.897666666666667
11,36.13333333333333,57.06666666666667,14.2,1.797,3.4166666666666665,4.438666666666666
12,36.1,57.2,16.766666666666666,2.095666666666667,4.035333333333333,5.0520000000000005
13,36.56666666666667,56.36666666666667,20.066666666666666,2.653,4.824333333333333,6.034666666666666
14,37.266666666666666,55.5,26.0,3.5243333333333333,6.248333333333333,7.5793333333333335
15,37.8,54.56666666666667,25.466666666666665,3.4226666666666667,6.102,7.109
16,38.2,53.9,23.233333333333334,3.009666666666667,5.5729999999999995,6.804666666666666
17,38.666666666666664,53.0,23.6,3.072,5.676333333333333,6.791666666666667
18,39.733333333333334,51.56666666666667,32.833333333333336,4.911333333333333,7.876666666666666,9.470333333333334
19,40.1,52.733333333333334,36.733333333333334,5.391333333333334,8.799666666666667,10.683
20,40.96666666666667,54.53333333333333,44.1,6.706333333333333,10.627333333333333,12.306666666666667
21,43.166666666666664,54.36666666666667,62.233333333333334,10.877,17.404999999999998,20.238999999999997
22,42.51724137931034,55.41379310344828,60.55172413793103,10.532758620689656,16.647586206896552,19.202758620689654
23,40.46666666666667,59.1,60.9,10.789,16.829333333333334,19.392666666666667
